caption_index,image_id,caption
27906,3427023324_f1f6504bf4,two girls in jean dresses laugh and play .
27907,3427023324_f1f6504bf4,two little girls are smiling in blue dresses .
27908,3427023324_f1f6504bf4,two little girls in blue dresses laugh .
27909,3427023324_f1f6504bf4,two young girls wearing denim dresses playing near a armchair .
27910,3427118504_93126c83e0,a grown man and a topless girl are dancing .
27911,3427118504_93126c83e0,a shirtless child dances with an adult man .
27912,3427118504_93126c83e0,a shirtless child plays with an adult indoors .
27913,3427118504_93126c83e0,man and child dancing .
27914,3427118504_93126c83e0,the man in the brown shirt is holding the hand of the long haired child in front of a painting .
27915,3427233064_6af01bfc5c,a girl in pink polka dots looks at a horse .
27916,3427233064_6af01bfc5c,a girl is hanging on the fence watching a horse .
27917,3427233064_6af01bfc5c,a little girl stands on the fence while peeking through it to look at the horse .
27918,3427233064_6af01bfc5c,a young girl clings to a fence ant watches the horse on the other side .
27919,3427233064_6af01bfc5c,a young girl dressed all in pink is standing on a fence and looking at a horse .
27920,3427301653_4ff0d6fd93,a girl wearing an hat and holding an ipod sits on the side of a building .
27921,3427301653_4ff0d6fd93,a man sits on the sidewalk listening to headphones .
27922,3427301653_4ff0d6fd93,a single woman wearing a black hat and leather jacket listening to music
27923,3427301653_4ff0d6fd93,"person in a black hat , jacket , pants and shoes sitting on concrete curb against a brick background ."
27924,3427301653_4ff0d6fd93,person listening to mp3 player sitting on curb .
27925,3427402225_234d712eeb,a strange piece of art with lights .
27926,3427402225_234d712eeb,onlookers view picture with wires and lights .
27927,3427402225_234d712eeb,the two people are viewing an artist 's piece .
27928,3427402225_234d712eeb,the two people gazed at the unique pictures on the wall .
27929,3427402225_234d712eeb,two people looking at a light exhibit of some sort .
27930,3427540832_c882fded1d,a man is wearing a black hat and a brown scarf in a city street .
27931,3427540832_c882fded1d,a man wearing a bowler cap and scarf .
27932,3427540832_c882fded1d,a man wearing a hat and scarf stands in a crowd .
27933,3427540832_c882fded1d,a man wearing a hat is standing in a crowd of people .
27934,3427540832_c882fded1d,"the old man is wearing glasses , a scarf , and a hat ."
27935,3427614912_b147d083b2,two boys are sprinting on a running track .
27936,3427614912_b147d083b2,two boys race each other on foot .
27937,3427614912_b147d083b2,two men in a running contest .
27938,3427614912_b147d083b2,two young men running along a track .
27939,3427614912_b147d083b2,two young men run on a track outside .
27940,3427852996_d383abd819,a biker pops a wheelie along side the colorful wall .
27941,3427852996_d383abd819,a bmx rider does a trick against a graffiti covered wall .
27942,3427852996_d383abd819,a boy performing a wall trick with his bicycle on a wall covered with graffiti .
27943,3427852996_d383abd819,a man on a small bicycle performing a trick on a wall covered with graffiti .
27944,3427852996_d383abd819,a trials biker doing a stunt on a graffiti-filled wall .
27945,3428038648_993a453f9e,a boy holds a fishing net .
27946,3428038648_993a453f9e,a boy holds a net with a snake in it close to the ground .
27947,3428038648_993a453f9e,a boy playing with a racquet .
27948,3428038648_993a453f9e,a child holds a catcher with a mouse in it .
27949,3428038648_993a453f9e,a child plays with a tennis racket on the ground .
27950,3428386573_670f5362f0,a male tennis player standing on a tennis court swings his tennis racket at the tennis ball .
27951,3428386573_670f5362f0,a man plays tennis .
27952,3428386573_670f5362f0,a man wearing white turns to hit a yellow tennis ball .
27953,3428386573_670f5362f0,"a tennis player focuses on the ball as he prepares to hit it , while a cameraman stands in the background next to a la quinta advertising logo ."
27954,3428386573_670f5362f0,the tennis player holds his racket up anticipating the ball .
27955,342872408_04a2832a1b,a man climbs up a rock while others wait for their turns .
27956,342872408_04a2832a1b,a man in a blue shirt climbs a rock while people behind him in red shirts watch .
27957,342872408_04a2832a1b,a man reaching up to grasp a rock formation .
27958,342872408_04a2832a1b,a smiling man climbs a rock .
27959,342872408_04a2832a1b,man with widows peak reaching up rock face .
27960,3429142249_d09a32e291,a climber hanging from an ice pick in the side of a frozen waterfall .
27961,3429142249_d09a32e291,a climber with a blue hat is scaling an icy rock cliff .
27962,3429142249_d09a32e291,a man repels down a snowy mountain .
27963,3429142249_d09a32e291,a rock climber scales an icy wall .
27964,3429142249_d09a32e291,the climber is wearing a red jacket as he climbs the ice .
27965,3429194423_98e911a101,a man doing a trick on skis .
27966,3429194423_98e911a101,a man makes an x with his skis as he jumps .
27967,3429194423_98e911a101,a skier in a plaid jacket flies through the air against a dark blue sky .
27968,3429194423_98e911a101,person in dark pants and print top on ski 's in the air over snow covered ground .
27969,3429194423_98e911a101,the person is jumping through the air on skis .
27970,3429351222_17ae744daf,a man and a woman walk at a flea market .
27971,3429351222_17ae744daf,an asian couple walks through a market .
27972,3429351222_17ae744daf,a young couple walking together through an outdoor market .
27973,3429351222_17ae744daf,a young man and woman are walking along an outdoor market .
27974,3429351222_17ae744daf,people standing and walking in a flea market .
27975,3429351964_531de1bf16,an asian woman is at a market stall that is selling bananas .
27976,3429351964_531de1bf16,a woman holding bags behind plantains .
27977,3429351964_531de1bf16,a woman in a black shirt stands in front of bananas at a fruit stand .
27978,3429351964_531de1bf16,a woman shops for bananas in an open-air market .
27979,3429351964_531de1bf16,woman by green bananas at an open air market
27980,3429391520_930b153f94,a bicyclist catches some air
27981,3429391520_930b153f94,a helmeted boy on a bike flies through the air as he rides among dirt hills with a river in the background .
27982,3429391520_930b153f94,a man is doing a stunt outside on his bike
27983,3429391520_930b153f94,"bike rider doing a high jump over hilly track , water in background ."
27984,3429391520_930b153f94,this helmeted person is doing a stunt on a bicycle outdoors .
27985,3429465163_fb8ac7ce7f,a child in a red and grey coat in front of a wooden shed .
27986,3429465163_fb8ac7ce7f,a child 's shadow is shown behind him .
27987,3429465163_fb8ac7ce7f,a little boy in a thick jacket stands with his hand high over his head .
27988,3429465163_fb8ac7ce7f,the little boy in the red jacket is casting a shadow .
27989,3429465163_fb8ac7ce7f,this boy is waving around his arms outside .
27990,3429581486_4556471d1a,a brown and black dog runs over the green grass .
27991,3429581486_4556471d1a,a brown dog is running on the grass in front of some trees .
27992,3429581486_4556471d1a,a dog runs on the green grass near a grove of trees .
27993,3429581486_4556471d1a,a dog with a brown and white coat runs through a field of bright green grass .
27994,3429581486_4556471d1a,a fairly large dog is running through the grass
27995,3429641260_2f035c1813,a boy jumps near a brick structure .
27996,3429641260_2f035c1813,a child is jumping on a trampoline in front of a brick wall and below colored flags .
27997,3429641260_2f035c1813,a little kid is jumping off a brick balcony .
27998,3429641260_2f035c1813,a small boy is jumping off of a brick wall onto a table below .
27999,3429641260_2f035c1813,"boy falling from railing with building , colorful banners in background ."
28000,3429956016_3c7e3096c2,a man climbing the icicles on a rock face .
28001,3429956016_3c7e3096c2,a man climbs icy rocks .
28002,3429956016_3c7e3096c2,a man climbs up a sheer wall of ice .
28003,3429956016_3c7e3096c2,a man in a red jacket mountain climbing an icy rock mountain .
28004,3429956016_3c7e3096c2,"a person in a red and black outfit climbing the side of an icy mountain ,"
28005,3430100177_5864bf1e73,a crowd of people sit an walk across dirty streets
28006,3430100177_5864bf1e73,a group of people are gathered on a sidewalk in front of a store nearby a littered street .
28007,3430100177_5864bf1e73,a woman is sitting on the curb staring off into the distance .
28008,3430100177_5864bf1e73,many people are standing outside on a street filled with litter .
28009,3430100177_5864bf1e73,one woman sitting on a sidewalk with others to the side and behind her .
28010,3430287726_94a1825bbf,a man in a black outfit is riding a blue snowmobile across the snow .
28011,3430287726_94a1825bbf,a man riding a purple snowmobile
28012,3430287726_94a1825bbf,a man wearing snow clothes and a helmet drives a snow vehicle in the snow .
28013,3430287726_94a1825bbf,a man with a helmet is going snowmobiling .
28014,3430287726_94a1825bbf,a person riding a snowmobile on large amounts of snow .
28015,3430526230_234b3550f6,the dogs run through the field near the water .
28016,3430526230_234b3550f6,two black dogs are chasing each other through shallow grass toward water .
28017,3430526230_234b3550f6,two dogs are running towards the water through brown grass .
28018,3430526230_234b3550f6,two dogs are running toward the water .
28019,3430526230_234b3550f6,two dogs run two a pond on a winter day .
28020,3430607596_7e4f74e3ff,a boy in a red suit plays in the water .
28021,3430607596_7e4f74e3ff,a boy in a red swimsuit jumps into the water to join two people .
28022,3430607596_7e4f74e3ff,a boy takes a flying leap into the water .
28023,3430607596_7e4f74e3ff,the boy in the red shorts jumps into the water to join other people .
28024,3430607596_7e4f74e3ff,the boy wearing red shorts is jumping into the river as other children swim .
28025,343073813_df822aceac,a brown dog is standing in the water .
28026,343073813_df822aceac,a brown dog standing in water .
28027,343073813_df822aceac,a dog stands in water .
28028,343073813_df822aceac,a dog with golden fur is chest deep in water .
28029,343073813_df822aceac,the dog is in the water looking back .
28030,3430779304_43a2146f4b,two cowboys on horseback lasso a young calf to the ground .
28031,3430779304_43a2146f4b,two cowboys on horses wrangle a calf in a rodeo .
28032,3430779304_43a2146f4b,two cowboys rope a steer from horseback in an indoor corral .
28033,3430779304_43a2146f4b,two men ride horses and a calf runs between them .
28034,3430779304_43a2146f4b,two people on horses chasing cow in an arena .
28035,3430782104_34da558eba,a cowboy on a horse ropes a steer .
28036,3430782104_34da558eba,a cowboy trying to rope a bull while on a horse
28037,3430782104_34da558eba,a cowboy wrangles a calf in a rodeo .
28038,3430782104_34da558eba,a girl on a horse trying to catch a bull with a rope
28039,3430782104_34da558eba,a person attempts to rope a black cow while riding a horse .
28040,3431101934_99a6c55914,"one little girl dressed in pink watches another , also wearing some pink , jump on the trampoline ."
28041,3431101934_99a6c55914,two girls are jumping on the trampoline in a backyard .
28042,3431101934_99a6c55914,"two girls in pink on trampoline , one sitting and one jumping"
28043,3431101934_99a6c55914,two little girls on a trampoline and a playhouse is behind them .
28044,3431101934_99a6c55914,two small girls are jumping on an outdoor trampoline in a backyard .
28045,3431121650_056db85987,dogs run out of the water toward a rocky beach .
28046,3431121650_056db85987,three dogs are in the water next to a rocky shorline .
28047,3431121650_056db85987,three dogs play in the shallows next to a rocky shore .
28048,3431121650_056db85987,two large dogs and a small dog play in a lake .
28049,3431121650_056db85987,two medium dogs and a small dog are playing in shallow water .
28050,3431194126_ca78f5fde6,a couple wearing bright outfits walking hand and hand on a sidewalk .
28051,3431194126_ca78f5fde6,"two old people walk down a set of stairs , holding hands ."
28052,3431194126_ca78f5fde6,two people are walking onto a stepping stone path .
28053,3431194126_ca78f5fde6,two people holding hands and walking in a field .
28054,3431194126_ca78f5fde6,two people walk outside while holding hands .
28055,3431261634_c73360406a,a man in a blue wetsuit surfs .
28056,3431261634_c73360406a,a surfer in blue rides a wave .
28057,3431261634_c73360406a,a surfer is being splashed by an ocean wave .
28058,3431261634_c73360406a,a surfer makes a big splash .
28059,3431261634_c73360406a,person with a blue and black suit is surfing .
28060,3431487300_0123195f9b,a man and two woman are riding around on a motor scooter .
28061,3431487300_0123195f9b,a man and two women are all sat on a single motor scooter .
28062,3431487300_0123195f9b,a man and two women are riding a vehicle that is racing past the surrounding scenery .
28063,3431487300_0123195f9b,a man and two women on one motorcycle .
28064,3431487300_0123195f9b,three people riding on a motorcycle
28065,3431671749_e8e3a449ac,a car is zooming off with fire coming out of its exhaust pipe .
28066,3431671749_e8e3a449ac,a race car has fire shooting out the back .
28067,3431671749_e8e3a449ac,a race car on a track has flames shooting from the rear .
28068,3431671749_e8e3a449ac,fire is coming out of the back of a race car .
28069,3431671749_e8e3a449ac,flaming are shooting from the rear of a race car .
28070,3431860810_44277cd360,a beige dog with a collar looks on as a brown dog swims in the water .
28071,3431860810_44277cd360,a curly coated dog looking at another dog in the water .
28072,3431860810_44277cd360,a curly haired dog is standing on a beach while staring at a dog in deep water .
28073,3431860810_44277cd360,"a white , curly haired dog is wearing a harness and watching another black and brown dog in the water ."
28074,3431860810_44277cd360,a wooly dog on a beach looks toward another dog in the water .
28075,343218198_1ca90e0734,a black dog approaches the camera with his hind legs raised and his ears forward .
28076,343218198_1ca90e0734,a black dog in the backyard .
28077,343218198_1ca90e0734,a black dog running in a backyard
28078,343218198_1ca90e0734,a black dog running in a grassy fenced in yard .
28079,343218198_1ca90e0734,a black great dane running toward the camera in a backyard
28080,3432495898_a5859f06b6,a brown dog laying on its back .
28081,3432495898_a5859f06b6,a brown dog lies upside down on the cement road .
28082,3432495898_a5859f06b6,a dog lies on his back on a road .
28083,3432495898_a5859f06b6,"a large dog is laying on its back , outside on a blacktop , with its legs in the air ."
28084,3432495898_a5859f06b6,a tan dog is rolling on his back on some asphalt with a bike and a scooter in the background .
28085,3432550415_e7b77232de,a boy standing on railing
28086,3432550415_e7b77232de,a boy stands on a rail with his arms outstretched .
28087,3432550415_e7b77232de,an in-line skater is attempting a trick in a long metal rail behind a large structure .
28088,3432550415_e7b77232de,a skateboarder is riding a skateboard along a metal railing in front of a concrete building .
28089,3432550415_e7b77232de,the boy is doing a trick on a rail next to an overpass .
28090,3432586199_e50b0d6cb7,a boy carrying a chunk of snow .
28091,3432586199_e50b0d6cb7,a boy in a red coat holds a huge ball of snow .
28092,3432586199_e50b0d6cb7,a child outside with snow .
28093,3432586199_e50b0d6cb7,a child wearing a red coat and cap is holding a large chunk of snow .
28094,3432586199_e50b0d6cb7,the boy in the red hat and jacket is carrying a huge lump of snow .
28095,3432634159_1eb9a73306,a lady in a dark coat is sitting with many people around her .
28096,3432634159_1eb9a73306,a shawled woman sits with others .
28097,3432634159_1eb9a73306,a small group of people sitting together outside .
28098,3432634159_1eb9a73306,a woman in a headscarf sits near children in a box decorated with flowers and balloons .
28099,3432634159_1eb9a73306,the old woman is sitting with the children surrounded by streamers .
28100,3432637363_3ba357e2da,a man in a turban looks at two police officers who are near a tent and a pile of refuse .
28101,3432637363_3ba357e2da,men with hats on stand outside of a white tent .
28102,3432637363_3ba357e2da,turbaned man and two police officers stand in front of a white canopy and a pile of garbage bags
28103,3432637363_3ba357e2da,two officers with orange jackets stand outside a white tent with onlookers .
28104,3432637363_3ba357e2da,two police officers observe while a crowd gathers outside a white tarp .
28105,3432656291_a6c7981f6e,a group of people are standing around a red firetruck .
28106,3432656291_a6c7981f6e,a group of people are standing beside a firetruck .
28107,3432656291_a6c7981f6e,a group of people in front of a red firetruck .
28108,3432656291_a6c7981f6e,a group of people with a fire engine in the background .
28109,3432656291_a6c7981f6e,a red firetruck is parked beside a group of people and kids standing in the street .
28110,3432730942_4dc4685277,two men getting ready to take a motorcycle ride .
28111,3432730942_4dc4685277,two men park their red motorcycles near a church .
28112,3432730942_4dc4685277,two motorcycles and their riders .
28113,3432730942_4dc4685277,two people dressed in leather are standing beside their motorcycles .
28114,3432730942_4dc4685277,two people look at two red motorcycles in a place where there are religious murals on the wall .
28115,3433259846_800a6079f0,a girl in her ballet class
28116,3433259846_800a6079f0,a little girl in a dancing class .
28117,3433259846_800a6079f0,a little girl in a pink tutu practices dancing with scarves .
28118,3433259846_800a6079f0,a woman teaching a ballet class composed of small children holding colourful scarves .
28119,3433259846_800a6079f0,some girls dance while waving gauzey fabric .
28120,3433470650_a8b1c27173,a group of men walk along a road divided with yellow ropes .
28121,3433470650_a8b1c27173,a group of men walk on a street with yellow ribbon in front of a white and red building .
28122,3433470650_a8b1c27173,a group of middle eastern men are walking down a street in front of a building .
28123,3433470650_a8b1c27173,man in maroon turban standing in road while people walk past
28124,3433470650_a8b1c27173,"many people are walking down a road in both directions , some are wearing turbans"
28125,3433567526_00b5a70319,a dog running outside .
28126,3433567526_00b5a70319,a light brown dog is running in a grassy area .
28127,3433567526_00b5a70319,"a long-haired dog is running across the grass toward the camera , its tongue hanging out of its open mouth ."
28128,3433567526_00b5a70319,brown and white dog running through a grassy field .
28129,3433567526_00b5a70319,dog running in a field .
28130,3433982387_3fa993cf5a,a girl in a white dress is playing with bubbles while a mother and daughter stand to the side .
28131,3433982387_3fa993cf5a,a woman stands with two young girls in dresses looking at bubbles .
28132,3433982387_3fa993cf5a,a young girl in a white dress watches bubbles while a woman and girl toddler observe .
28133,3433982387_3fa993cf5a,two girls looking at bubbles in the air .
28134,3433982387_3fa993cf5a,two little girls and an adult watch bubbles float through the air in front of them .
28135,3434452829_62cee280bc,a little boy in red walks and eats a snack while a little boy in green walks behind .
28136,3434452829_62cee280bc,a young boy eats chips while another little boy follows .
28137,3434452829_62cee280bc,two children walk on a tiled floor .
28138,3434452829_62cee280bc,two little kids walk side by side while one eats something .
28139,3434452829_62cee280bc,two young children walking on a tiled floor
28140,3434526008_02359881a0,a man in a sleeveless shirt is performing an aerial stunt along a graffiti-covered wall .
28141,3434526008_02359881a0,a man jumping of the wall of a large graffitied wall .
28142,3434526008_02359881a0,a skateboarder uses a ramp .
28143,3434526008_02359881a0,a young man skates down the side of a colorful wall .
28144,3434526008_02359881a0,the man is wearing a no sleeve shirt and blue jeans on a graffiti wall .
28145,3435015880_eda46ff50f,a guy and a girl jumping up in the air
28146,3435015880_eda46ff50f,a man and a woman are running and jumping on top of a hill .
28147,3435015880_eda46ff50f,two people are running at the top of a mountain .
28148,3435015880_eda46ff50f,two people jump up and down on a cliff overlooking a valley .
28149,3435015880_eda46ff50f,two women jump in the grass atop a mountain .
28150,3435035138_af32890a4c,a dog runs along a forest lane .
28151,3435035138_af32890a4c,a pale dog is running along a dirt path .
28152,3435035138_af32890a4c,a shaggy dog runs down a dirt trail in a lush forest .
28153,3435035138_af32890a4c,a white and brown shaggy dog is running down a dirt path in a park .
28154,3435035138_af32890a4c,the curly haired white dog is running down a wooded path .
28155,3435233065_3411f2d29d,a biker doing a jump in a forest .
28156,3435233065_3411f2d29d,a boy doing a jump on his bike in the woods
28157,3435233065_3411f2d29d,a boy on a mountain bike lands after a jump while riding in the forest .
28158,3435233065_3411f2d29d,a guy racing his motorcycle on a trail .
28159,3435233065_3411f2d29d,a man is riding his bicycle through the woods .
28160,3435648640_b2f68efb78,a black dog and a brindle dog wrestle in the dry grass beside a body of water .
28161,3435648640_b2f68efb78,a large black dog fighting with another large brown and black dog .
28162,3435648640_b2f68efb78,two dogs fight or play in a field .
28163,3435648640_b2f68efb78,"two dogs in a rocky field , face to face , with a stick between them ."
28164,3435648640_b2f68efb78,two dogs nussle one another in the grass near a lake .
28165,3435653630_3b6cca2c40,a basketball team of 8 girls is doing a hand huddle .
28166,3435653630_3b6cca2c40,a group of basketball players in a huddle .
28167,3435653630_3b6cca2c40,a sports team is in a huddle with hands together .
28168,3435653630_3b6cca2c40,basketball players huddle .
28169,3435653630_3b6cca2c40,players wearing black
28170,3436063693_15c8d377a2,a brown dog is sitting on the grass wearing a blue sports jacket .
28171,3436063693_15c8d377a2,a dog in a blue sweater is sitting in the grass .
28172,3436063693_15c8d377a2,a gray dog sits on a lawn wearing a bright blue long sleeved jacket .
28173,3436063693_15c8d377a2,a gray dog wearing a blue long sleeved zip-up jacket .
28174,3436063693_15c8d377a2,"the gray dog sits quietly , dressed in a blue track jacket ."
28175,3436074878_21515a6706,a dog biting a man 's rear
28176,3436074878_21515a6706,a dog trying to bite a man who is training him
28177,3436074878_21515a6706,"a large , brown dog is jumping on a man in a protective suit ."
28178,3436074878_21515a6706,dog nudges owner while out for a stoll in the grass .
28179,3436074878_21515a6706,police dog has caught a trainer .
28180,3436259762_43709321ff,a black dog inside house is looking at something at higher position .
28181,3436259762_43709321ff,a black dog is about to sit down in a white carpeted room .
28182,3436259762_43709321ff,a black dog is hunched back and is ready to jump .
28183,3436259762_43709321ff,a black dog with a blue collar is sitting on beige carpet .
28184,3436259762_43709321ff,a black dog with a gemmed collar is sitting on white carpet .
28185,3436313241_6c73153fb6,a black dog catches a red and blue tennis ball .
28186,3436313241_6c73153fb6,a black dog on a yard of grass is catching a blue and red ball in its mouth .
28187,3436313241_6c73153fb6,a black dog with a green collar holds a red and blue object in its mouth .
28188,3436313241_6c73153fb6,a dog catches a colored ball while standing in the grass .
28189,3436313241_6c73153fb6,a small black dog playing with a ball in the grass .
28190,3436395540_63bc8f2fe0,a group of three dogs competing in a competition .
28191,3436395540_63bc8f2fe0,"three dogs in colored sweaters run across grass , with ladder and hand in background ."
28192,3436395540_63bc8f2fe0,three dogs racing on a grass track wearing different colored jerseys .
28193,3436395540_63bc8f2fe0,three dogs run through the grass while wearing colored shirts .
28194,3436395540_63bc8f2fe0,three dogs wearing colored outfits running .
28195,3436418401_b00ceb27c0,a small child running on the beach
28196,3436418401_b00ceb27c0,a young boy in swim trunks runs along a sandy beach .
28197,3436418401_b00ceb27c0,a young boy runs through the water on a beach near trees .
28198,3436418401_b00ceb27c0,a young child is running through a large puddle at a beach surrounded by trees .
28199,3436418401_b00ceb27c0,young boy walking along the beach .
28200,343662720_39e4067cd1,a man asleep in a chair in front of a full bookshelf
28201,343662720_39e4067cd1,"an older , balding man falling asleep on a chair in front of bookshelves ."
28202,343662720_39e4067cd1,an old man dozes off near a bookshelf .
28203,343662720_39e4067cd1,an old man is sleeping at a table in front of a book shelf .
28204,343662720_39e4067cd1,"this bald man , who appears to be asleep , is sitting at a table at a library ."
28205,3437034427_6df5e9fbf9,a girl is playing a red flute while another girl holds a pink guitar .
28206,3437034427_6df5e9fbf9,a little girl is playing a red recorder flute while another girl is playing a pink guitar .
28207,3437034427_6df5e9fbf9,one girl is playing a recorder and another girl is playing the guitar .
28208,3437034427_6df5e9fbf9,one girl is playing a recorder while another one holds a guitar .
28209,3437034427_6df5e9fbf9,young girls are playing musical instruments .
28210,3437107047_715c60e9c8,two girls talk and laugh together .
28211,3437107047_715c60e9c8,two ladys laugh and smile .
28212,3437107047_715c60e9c8,two smiling young women in brown converse .
28213,3437107047_715c60e9c8,two woman smiling standing next to each other
28214,3437107047_715c60e9c8,two young women are outside wearing bags .
28215,3437147889_4cf26dd525,two bmx riders racing on a track
28216,3437147889_4cf26dd525,two motocross bikes are being raced around a dirt track .
28217,3437147889_4cf26dd525,two motocross riders next to each other on a dirt track .
28218,3437147889_4cf26dd525,two motorcyclists are on a dirt track .
28219,3437147889_4cf26dd525,two people wearing racing uniforms are riding racing motorcycles .
28220,3437273677_47d4462974,a man and a woman are sitting down and eating .
28221,3437273677_47d4462974,a woman eating at a restaurant with other people .
28222,3437273677_47d4462974,a woman sitting by a man is eating a plate of french fries .
28223,3437273677_47d4462974,a young woman leans over her plate at a meal .
28224,3437273677_47d4462974,the girl sitting next to the man wearing a white t-shirt is eating french fries .
28225,3437315443_ba2263f92e,a child in a red jacket holding up two fingers .
28226,3437315443_ba2263f92e,a little girl holds onto a pole on a city street .
28227,3437315443_ba2263f92e,a little girl in a red shirt holds on to a pole near a street .
28228,3437315443_ba2263f92e,a little girl is standing by a metal pole holding her fingers up in a v sign .
28229,3437315443_ba2263f92e,a young girl holds up a peace sign .
28230,3437654963_c4fdc17e8b,a mama bear and its cub are growling directly at one another .
28231,3437654963_c4fdc17e8b,the bears are facing each other with their mouths wide open .
28232,3437654963_c4fdc17e8b,two bears are growling at each other .
28233,3437654963_c4fdc17e8b,two bears bare their teeth at one another .
28234,3437654963_c4fdc17e8b,"two brown bears touching , face to face , with mouths open ."
28235,3437693401_202afef348,a white dog and a brown dog playing violently .
28236,3437693401_202afef348,a white dog fights with a brown dog .
28237,3437693401_202afef348,a white dog is pouncing on a brown dog in a fenced in backyard .
28238,3437693401_202afef348,"in a fenced yard with a white house in the background , a white dog jumps in the air beside a brown dog ."
28239,3437693401_202afef348,the white dog is jumping up at the brown dog .
28240,3437781040_82b06facb3,an ice hockey player in red is challenging the player in white for the puck .
28241,3437781040_82b06facb3,the goalie has come out of the goal to steal the puck from the other team .
28242,3437781040_82b06facb3,two athletes playing in a hockey game .
28243,3437781040_82b06facb3,two hockey players trying to get the puck .
28244,3437781040_82b06facb3,two hockey players try to get control of the puck as the referee looks on .
28245,3438858409_136345fa07,"a group of men in camouflage pants , break dancing on a stage at a community baseball field ."
28246,3438858409_136345fa07,a man gives another man a piggy back ride .
28247,3438858409_136345fa07,four men dance on a stage wearing yellow and orange shirts .
28248,3438858409_136345fa07,three men climbing on each other wearing yellow and brown shirts .
28249,3438858409_136345fa07,two men in yellow are dancing with two men in brown on a stage .
28250,3438981089_2ef1a6353c,a bmx rider gets some air .
28251,3438981089_2ef1a6353c,a man in a black t-shirt is jumping something on his orange bike .
28252,3438981089_2ef1a6353c,a man on an orange bike .
28253,3438981089_2ef1a6353c,a man on an orange bike jumps in the air with the city line behind him .
28254,3438981089_2ef1a6353c,the man is performing a trick with an orange bicycle .
28255,3439128755_84409b8823,a brown dog in a pink shirt chews something white while a brown dog in yellow watches .
28256,3439128755_84409b8823,a brown dog wearing a pink shirt is followed by a brown dog wearing a yellow shirt .
28257,3439128755_84409b8823,a dog in a pink shirt with something white in his mouth and a dog in a yellow shirt .
28258,3439128755_84409b8823,the two dogs with clothing are in a flat uncut field .
28259,3439128755_84409b8823,two dogs fetching an object in a field .
28260,3439243433_d5f3508612,a long haired white dog is in an area covered with fallen brown leaves .
28261,3439243433_d5f3508612,a white dog standing on fallen leaves .
28262,3439243433_d5f3508612,a white dog standing on leaves on the ground .
28263,3439243433_d5f3508612,a white furry dog is running through leaves .
28264,3439243433_d5f3508612,a white furry dog is walking on leaves with its tongue sticking out .
28265,3439331800_e71e1d808f,a group of dancers onstage .
28266,3439331800_e71e1d808f,four men do a dance onstage together .
28267,3439331800_e71e1d808f,four men do a synchronized dance on an outdoor stage .
28268,3439331800_e71e1d808f,four young man performing on a stage .
28269,3439331800_e71e1d808f,four young men dance onstage .
28270,3439382048_d2e23b2b4c,a bald man is attempting to slam dunk a basketball in a game while people in the stands watch .
28271,3439382048_d2e23b2b4c,a basketball player is jumping and about to dunk a ball in front of a crowd .
28272,3439382048_d2e23b2b4c,a man reaches toward dunking a basketball while an audience watches .
28273,3439382048_d2e23b2b4c,a tattooed man dunks a basketball .
28274,3439382048_d2e23b2b4c,the tattooed basketball player is about to dunk the ball .
28275,3439414478_8038ba9409,a brown dog jumping in the air
28276,3439414478_8038ba9409,a brown dog jumps in a wooded area .
28277,3439414478_8038ba9409,a brown dog jumps in the air .
28278,3439414478_8038ba9409,a dog jumping into the air .
28279,3439414478_8038ba9409,dog running along a dirt path .
28280,3439560988_f001f96fc9,a black dog running through a grassy field
28281,3439560988_f001f96fc9,a black dog running towards the camera .
28282,3439560988_f001f96fc9,a black dog runs through a field .
28283,3439560988_f001f96fc9,a dog running fast with ears flying .
28284,3439560988_f001f96fc9,black dog running in swampy grass
28285,3439982121_0afc6d5973,an elderly person holds a white doge and kisses their cheek .
28286,3439982121_0afc6d5973,an old person is sitting in a plush chair with a huge white dog laying on top of him or her .
28287,3439982121_0afc6d5973,an old woman is holding a large white dog tightly while sitting in a large red chair in front of some electronics .
28288,3439982121_0afc6d5973,a person is hugging a big white dog and on a red recliner .
28289,3439982121_0afc6d5973,a woman huge a fluffy white dog .
28290,3440104178_6871a24e13,a dog with big ears holds a ball in his mouth .
28291,3440104178_6871a24e13,a small dog runs with a brown ball in its mouth .
28292,3440104178_6871a24e13,a white and black dog carrying a ball on the beach .
28293,3440104178_6871a24e13,a white dog is running with a brown ball in its mouth .
28294,3440104178_6871a24e13,a white dog with brown ears runs down a gravel path with a ball in its mouth .
28295,3440160917_4524cfd9f6,a child in a green sweatshirt is collecting colored eggs
28296,3440160917_4524cfd9f6,a small child is holding a basket of brightly colored easter eggs and is picking up a pink one from the grass .
28297,3440160917_4524cfd9f6,a young boy carrying a basket collects easter eggs in the grass .
28298,3440160917_4524cfd9f6,a young child is picking up easter eggs in the grass .
28299,3440160917_4524cfd9f6,the child is carrying a basket of colored eggs and bending over with an egg in his hand .
28300,3440724965_03d6ca5399,a man has his hand on his head while a speaker is speaking .
28301,3440724965_03d6ca5399,a man in a suit touches his head while another speaks at a microphone .
28302,3440724965_03d6ca5399,a man is scratching his head at a meeting while a person spoke .
28303,3440724965_03d6ca5399,a man wearing a suit scratches the back of his head at a meeting .
28304,3440724965_03d6ca5399,a picture taken from the back of osme kind of large meetinghall .
28305,344078103_4b23931ce5,two black dogs in the snow
